"Moim zdaniem obawa, że AI zabierze pracę programistom, jest słuszna jak na warunki 2023, ale w perspektywie np. dekady okaże się, że nie. Po prostu teraz dokonał się przełom i zobaczyliśmy cuda i wydaje się nam, że AI nas zastąpi. Ale potem spowszednieje to i trzeba będzie wrócić do prawdziwej roboty. I dokonać jakiejś reewaluacji tego, co to znaczy być programistą (bo już nie można będzie powiedzieć, że ""programista pisze kod"", tylko trzeba będzie się szerzej zdefiniować np. ""projektuję architekturę rozwiązań technologicznych"") Swoją drogą ja się zastanawiam, czy ChatGPT mogłoby pomóc również w architekturze - np. tutaj gościu kazał napisać AI 5 mikroserwisów: https://twitter.com/joeprkns/status/1635933638725451779 a jeśli tego byłoby więcej - czyli co jeśli ChatGPT pisałoby 100 mikroserwisów (albo jakiś złożony monolit podzielony na wiele modułów). Czy zaprojektowałoby dobrą architekturę do tego? Na ile to jest utrzymywalne na większą skalę? Czy ChatGPT umiałby się poruszać we własnym spaghetti czy jednak jego własne spaghetti by go powstrzymywało i nawet apka pisana w 100% przez AI musiałaby być dobrze zaprojektowana?;"
"To zastąpienie pracy programistów/QA będzie po czy przed zastąpieniem kierowców przez samochody autonomiczne? Pogubiłem się już w tych szurskich teoriach, a nie wiem, czy opłaca się przebranżowić na kierowcę :⁠-⁠|;"
"15 minut gadania o czymś co może trwać 30 sekund byle żeby wcisnąć więcej reklam. Nie obejrzałem całości bo mam ciekawsze rzeczy do roboty ale zgaduję, że to ten sam typ gadania który wraca do kilka miesięcy, wiec strzelam że nadal potrafi pisać tylko nowe rzeczy. Nie naprawi buga w programie na 2mln linii kodu, więc czuję się bezpiecznie. Prędzej AI zastąpi ludzi którzy produkują filmy na 10+minut żeby algorytm YT mógł proponować ich filmiki.;"
"No myślę, że na tym etapie mógłby zastąpić kierownictwo średniego szczebla w dowolnej firmie. (A także naszego premiera.);"
"Do tej pory podchodziłem mocno sceptycznie do tego, że AI zastąpi programistów ale coraz bardziej jestem przekonany, że eldorado w IT skończy się, a zarobki bardzo mocno spadną.;"
"Jestem backend developerem w Javie no i chciałem utworzyć prosty Front do mojej aplikacji w Angularze wykorzystując Boostrapa. Ogólnie w Angularze programowałem tyle co jakiś projekt na studiach. No ale ogólnie jestem zielony. Podając czatowi GPT przykładowe responsy z backendu w JSON'ach i prosząc go o robienie logiki byłem w szoku. Ale w ciągu jednego dnia napisał mi cały Frontend aplikacji gdzie mam dość ładne UI, możliwość przewijania, scrollowania, dodawania, odejmowania rzeczy i komunikację z backendem. Opisywałem mu logikę backendu i on dostosował zmiany. A tak jak mówię, z Angulara i Boostrapa, frontendu jestem totalny noga. Bez czatu GPT robiłbym coś takiego po godzinach tydzień? Tutaj byłem w stanie wygenerować cały widok w jeden dzień. Naprawdę do dzisiaj jestem w szoku. Jeszcze 5 lat temu normalnie klepałbym to po Bożemu, zaczynając od nauki Angulara na Udemy, następnie metodą prób i błędów robiłbym front. Tutaj od razu dostaję kod i jeszcze w razie czego mogę zapytać o wytłumaczenie. Wnioski jakie mi się nasuwają, to że np. taki czat mi zastąpił Juniora w Angularze, ale naprawdę boję się co będzie za kolejne 5-10 lat, bo to co teraz widzimy to dopiero przedsmak :D;"
"Wiele już napisano i powiedziano o GPT, ale moim zdaniem to nie jest taki game changer jak go przedstawiają. Owszem- może pomóc, może nawet zastąpić programistę w prostszych sprawach, ale jest wiele rzeczy, które programista zrobi lepiej (może zacząć od rozwiązania zaproponowanego przez GPT, a potem je optymalizować). I nie czarujmy się- z każdego materiały czy to jakieś forum czy GPT trzeba umieć korzystać. Do dziś pamiętam jedno kolokwium na studiach- prowadzący pozwolił nam mieć wszystko- laptopy, książki, notatki, kalkulatory. I co? I większość nie zdała, chociaż odpowiedzi były tu i tam, ale nie potrafiła z nich skorzystać i sklecić czegoś sensownego.;"
Ma ktos info kiedy wreszcie AI zastapi dzialy reklamacji w bankach?   ai.png (44 KB) - ściągnięć: 5;
"Świetne dialogi, świetnie nakręcony. Jeśli nikogo nie zmierzi fakt, że w dialogach język portugalski został zastąpiony angielskim, to polecam serial Shōgun;"
"Dziedziczenie i metody abstrakcyjne można zastąpić do pewnego stopnia domknięciami. Tzn zamiast: class Klasa {   def metoda: Int =      doNadpisania + 1    def doNadpisania: Int // abstrakcyjna metoda do nadpisania w podklasach }  można napisać: class Klasa(doPodaniaZZewnątrz: () => Int) {   def metoda: Int =     doPodaniaZZewnątrz() + 1 }  Ktoś kto bardzo nie lubi OOP, dziedziczenia, metod wirtualnych, etc będzie się bardzo cieszył, ale moim zdaniem nawigacja i analiza kodu bardzo cierpi na tym, przynajmniej w obecnych IDE typu IntelliJ. Mając klasę IntelliJ po jednym skrócie klawiaturowym pokaże mi hierarchię dziedziczenia. Przy metodzie IntelliJ pokaże ikonki dzięki którym szybko można dojść do metod nadpisanych lub nadpisujących/ implementujących. Inaczej mówiąc w przypadku OOP nawigacja w kodzie jest ""pierwsza klasa"". W przypadku domknięć/ lambd natomiast jest strasznie kiepsko bo te lambdy mają tendencję do bycia przesyłanymi wzdłuż i w poprzek, więc samo ich szukanie wybija mnie z toku myślenia. Dziedziczenie i kompozycja działają dla mnie lepiej niż szastanie lambdami. Z drugiej strony mamy pojedynek dziedziczenie vs kompozycja i tutaj nie ma wygranego, bo oba podejścia mają sens. Dziedziczenie jest lekkie jeśli hierarchia klas jest lekka i w takich przypadkach dobrze się sprawdza. Kompozycja wprowadza pewien narzut (bolierplate), więc rozdrabnianie wszystkiego na siłę jak najmniejsze komponenty rozdmucha kod nie przynosząc zysku netto. Z drugiej strony jednak w wielu przypadkach ma sens, zwłaszcza jeśli hierarchia dziedziczenia staje się skomplikowana i można ją uprościć rozbijając ją na kompozycję i mniejsze hierarchie dziedziczenia. Co do programowania funkcyjnego to powtórzę jeszcze raz, że podstawą funkcyjności jest niemutowalność danych, a co za tym idzie kolekcje w bibliotece standardowej muszą wspierać ten sposób pisania. Dodawanie elementu do niemutowalnej mapy ma zwracać nową mapę, a nie rzucać błędem. Tego typu kolekcje są w standardzie w Scali i Haskellu, ale np w C, C++, Ruście, Javie, Kotlinie, C#, Pythonie, JavaScripcie itp itd ich w standardzie nie ma. Gdy ich nie ma to przy pisaniu funkcyjnym trzeba by skorzystać z bibliotek niestandardowych, a potem mieć poważny problem z integracją z kodem, który używa standardowych kolekcji. Bez funkcyjnych kolekcji dane stają się dużym grafem mutowalnych obiektów/ struktur/ czegokolwiek tak jak tu zostało przytoczone. Co do obiekt vs struktura to jak napisał @zyxist struktury często udają obiekty jeżeli robimy ręcznie to co kompilator zrobiłby za nas. W szczególności takie podejście wydaje się strukturalne: class Klasa {   val typ: Int   val dane: Int }  def wyciągnijDane(klasa: Klasa): Int = {   klasa.typ match {     case 0 => klasa.dane + 1     case 1 => klasa.dane + 8     case 2 => klasa.dane * 3     case _ => klasa.dane - 9   } }  Ale to tak naprawdę zakamuflowane dziedziczenie typu: class Klasa(dane: Int) {   def wyciągnijDane: Int = dane - 9 } class KlasaTyp0(dane: Int) extends Klasa(dane) {   override def wyciągnijDane: Int = dane + 1 } ... // kolejne klasy analogicznie  Ifologia emulująca dziedziczenie jest antywzorcem w językach OOP, bo jest zwyczajnie gorsza. Kompilator nie jest w stanie sprawdzić czy ifologia ma sens i jest poprawna, ale jest w stanie to sprawdzić w przypadku hierarchii klas. Podobnie analiza kod i nawigacja działa wygodnie i szybko w przypadku hierarchii klas, ale w przypadku ifologii jest z tym sporo gorzej. PS: Podawanie C++ jako przykładowej implementacji OOPa jest jak podawanie COBOLa jako przykładowej implementacji języka strukturalnego. Solidnymi implementacjami OOPa są Java i C#, więc w ich kontekście powinno się analizować skuteczność OOPa.;"
"No, ale wtedy w ogóle odsieje 99,9% pytań, no i też nie zastąpi tych profesjonalnych programistów, których ma niby zastąpić.;"
"Oj tam zaraz bezmyślni. Gdyby dziennikarze pisali to co Ty piszesz, to nikt poza programistami nie chciałby tego czytać i taki dziennikarz nic by nie zarobił. Ten problem nie tylko dotyczy AI. Na przykład w polityce jest taki Jacek Bartosiak i Marek Budzisz, a nawet niektórzy generałowie, którzy pierniczą straszne głupoty na temat Rosji, Putina i armii rosyjskiej, a dziennikarze te bzdury chętnie podchwytują bo one dobrze się sprzedają i biznes się kręci. Tak samo Konfederacja i Mentzen opowiadają straszne debilizmy, ale że więcej jest ludzi głupich niż mądrych to dzięki temu kanał Mentzena na youtube się rozwija. Ostatnio szef Nvidii Jensen Huang powiedział żeby młodzi ludzie nie uczyli się programować tylko żeby zajęli się rolnictwem. Myślę, że sztuczna inteligencja zastąpi tzw. ""klepaczy kodu"", a do rozwiązywania skomplikowanych problemów programistycznych będzie potrzebny człowiek, który będzie umiał korzystać z pomocy sztucznej inteligencji.  Projekty w całości nie składają się wyłącznie z monotonnych, powtarzalnych ticketów, ale myślę, że w Polsce takie tickety stanowią przeważającą większość.;"
To co - zastąpi czy nie?;
zastąpi;
nie zastąpi;
"Pytanie jest niejasne bo jeśli okaże się że Devin w 2024 wykona w teamie 10 osób (wliczając scrum mastera) pracę dwóch juniorów to nie zastąpi. Jeśli jednak w 2030 wykona w teamie pracę 6 seniorów to też nie zastąpi bo team będzie liczył 20 osób (10 analityków, scrum mastera + 10 QA);"
"Niby jak to miałoby działać? Fizyka powstała po to, żeby móc przewidywać pewne zjawiska. Tzn. wiemy, że jeśli włożymy piłkę o objętości V i ciężarze Q do wody to jesteśmy w stanie wyliczyć, czy piłka zanurzy się całkowicie czy nie. Takie teoretyczne modele powstają w dwojaki sposób:  albo ktoś tworzy sobie równanie i potem sprawdza, czy pasuje do rzeczywistości. Czyli najpierw zakłada, że Q = g x ro x V i potem wrzuca różne piłki żeby sprawdzić, czy mu się to zgodzi. albo ktoś robi pomiary i na ich podstawie tworzy model. Czyli najpierw wrzuca piłkę, potem obserwuje i wybiega nago krzycząc ""EUREKA"" by w końcu zapisać równanie.  W obu przypadkach sieć neuronowa nie nadaje się jako zamiennik pomiarów z prostej przyczyny - nigdy przewidywania sieci nie będą bardziej prawdziwe od poprawnie przeprowadzonych pomiarów. Natomiast jest jeszcze kwestia symulacji. Mając jakiś dobrze opisany model, np. sieć krystaliczną, można patrzeć co się stanie gdy zaaplikujemy jakieś dodatkowe warunki. Tutaj sieci neuronowe mogą się przydać, przy czym nie mogą one w całości zastąpić modelu.;"
"No to jeszcze raz - mając model matematyczny, tj. np. a = dv/dt jesteś w stanie łatwo przeliczyć, że skoro F = ma to F = mv/t. Znając ten model i mając przebieg F(t) oraz znając m jesteś w stanie łatwo wyznaczyć, jak zmieniała się prędkość danego ciała. Takie coś możesz podstawić do kolejnego modelu, i do kolejnego, i do kolejnego itp. itd.  Ja też.  Nie. Podstawą każdej sieci neuronowej są pomiary empiryczne więc nie ma potrzeby nic ""konfrontować"".  Podpowiem ci coś: przy każdym eksperymencie empirycznym istnieje coś takiego jak ""błąd pomiaru"" i każda hipoteza jest testowana z pewnym prawdopodobieństwem. Różnica jest taka, że model matematyczny powstaje bez udziału błędu pomiaru, sieci neuronowe powstają z ich udziałem. Powiem jeszcze coś więcej: prawo fizyki jest czymś bardzo ""słabym"". Tzn. dowolne prawo fizyki może zostać podważone jeśli tylko znajdziesz lepszy sposób opisu. Przykładowo - stwierdzenie, że Słońce się kręci wokół Ziemi jest prawdą. Tak samo jak to, że Ziemia kręci się wokół Słońca. To jedynie kwestia tego, gdzie ci wygodniej postawić obserwatora.  Tak, ale na podstawie właśnie przewidywań teoretycznych wiadomo, gdzie szukać. Wspomniana przeze mnie transformacja Lorentza - przekształcenie stricte matematyczne - doprowadziło do tego, że Einstein opracował teorię względności (któr  Wartość tego modelu jest większa ponieważ pozwala na przewidywanie co się stanie. I jeśli to dla ciebie ""numerologia"" to tak, to jest numerologia.  Nie można tego tak podsumować.  Modele matematycznie nie są ""w tej chwili lepsze"" bo tutaj nie ma czegoś takiego jak ""lepsze"" czy ""gorsze"". Kwestia jest taka, że nie możesz zastąpić modeli matematycznych sieciami neuronowymi bo są to rzeczy, które służą do innych rzeczy.  Tłumaczyłem ci już, że istnieją zachowania chaotyczne gdzie z powodu błędów pomiarowych sieć neuronowa nie będzie w stanie zwrócić ci prawidłowego wyniku.;"
"Gdyby za inteligencję podaną przez Ciebie definicję, że to zdolność rozwiązywania jakiegoś problemu optymalizacji, to tak, geny są inteligentne. Myślę że to jednak za mało jak na obecny stan wiedzy o matematycznych sposobach rozwiązywania problemów, o czym wspominali przedmówcy. Bardziej przemawia do mnie, że samoreplikujące się DNA (przy udziale enzymów) stało się częścią większego układu, według Teorii endosymbiozy. Natomiast problem skali czasowej wiążę się z problemem skali fizycznej. Małe byty, takie wirusy czy bakterie potrafią mnożyć się i mutować szybciej od nas, więc ich pokolenia są krótkie, nieporównywalne do skali geologicznej :) W ramach ciekawostki - są naukowcy, jak Roger Penrose, którzy dokonali pewnych przemyśleń w zakresie inteligencji i świadomości w mikroskali. Granica uznawania bytów za inteligentne będzie się przesuwała wraz z postępem, automaty będą rozwiązywały coraz bardziej skomplikowane problemy wykorzystując algorytmy i zbiory danych, a my nadal będziemy mieli świadomość, że są automatami. Dlatego problem wyznaczania definicji inteligencji proponowałbym zastąpić refleksją nad tym, czy geny są żywe i świadome. Znów wracamy do skali. Żywy organizm w ujęciu jednostkowym może nie rozwiązywać żadnego problemu optymalizacji, jak pojedyncza mrówka, ale rój w całości wyszukuje optymalne ścieżki. Również DNA samo w sobie jest tylko związkiem chemicznym, lecz przy udziale enzymów replikuje się - wykazuje więc cechy bytu żywego. Wykazuje też cechy świadomości w układzie, reagując na zjawiska zachodzące w środowisku zewnętrznym. Tylko tyle i aż tyle :);"
"To jest dobry argument. Pytanie czy Collector to Strategia czy już Metoda Szablonowa, bo a Strategii tu rozmawiamy. I czy Strategia może mieć więcej niż jedną metodę publiczną. Bo przecież nie jestem szaleńcem który chciałby każdy wstrzykiwany obiekt zastąpić skończoną ilością funkcji. Da się, ale to nie ma sensu. Nawet w Haskellu tak się nie robi, tylko używa Type Class do zmiany implementacji. A potem kompilator Haskella zamienia wszystko na skończoną ilość funkcji :D;"
